id;domanda;risposta_corretta;risposta_errata_1;risposta_errata_2
0579;I provvedimenti ablatori personali:;Possono essere assunti in forma scritta o in forma orale e sono caratterizzati dall'esecutorietà e dalla recettizietà.;Consistono nel trasferimento coattivo di un bene o di un diritto reale alla pubblica amministrazione.;Costituiscono atti di consenso all'esercizio di un'attività o di un potere.
0580;Indicare quale affermazione su provvedimenti ablatori personali è corretta.;I comandi contengono obblighi di fare.;Gli ordini possono essere emanati solo nei confronti delle generalità dei cittadini.;I divieti possono essere emanati solo nei confronti di coloro che hanno un particolare rapporto conla P.A.
0581;Indicare quale affermazione su provvedimenti ablatori personali è corretta.;I divieti contengono obblighi di non fare.;Gli ordini possono essere emanati solo nei confronti di coloro che hanno un particolare rapporto con la P.A.;I divieti possono essere emanati solo nei confronti delle generalità dei cittadini.
0582;I provvedimenti ablatori personali sono tradizionalmente identificati negli ordini amministrativi. Ne costituiscono un esempio:;Ordini prescrittivi.;Sequestri.;Obbligo di pagare i tributi.
0583;I provvedimenti ablatori personali in quanto provvedimenti che limitano la sfera giuridica dei destinatari sono soggetti al principio dilegalità. Ne costituiscono un esempio:;Ordini di polizia.;Occupazione temporanee.;Requisizioni.
0584;I provvedimenti ablatori personali sono ordini che produconol'effetto privativo di facoltà o poteri dei privati. Ne costituiscono un esempio:;Ordini dell'autorità sanitaria.;Obbligo di pagare i tributi.;Espropriazioni.
0585;In base alla natura della situazione soggettiva sacrificata, i provvedimenti ablatori possono essere personali, obbligatori e reali.É un provvedimento ablatorio personale:;Ordine di polizia.;Imposizione tributaria.;Servitù coattiva.
0586;In base alla natura della situazione soggettiva sacrificata, i provvedimenti ablatori possono essere personali, obbligatori e reali.É un provvedimento ablatorio personale:;Ordine dell'autorità sanitaria.;Occupazione d'urgenza.;Espropriazione.
0587;Quali provvedimenti amministrativi costituiscono un rapporto obbligatorio tra cittadino e pubblica amministrazione, imponendo ai destinatari lo svolgimento di una determinata prestazione?;Provvedimenti ablatori obbligatori.;Provvedimenti ablatori reali.;Provvedimenti concessori.
0588;I provvedimenti ablatori obbligatori:;Costituiscono un rapporto obbligatorio tra cittadino e pubblica amministrazione, imponendo ai destinatari lo svolgimento di una determinataprestazione.;Consistono nel trasferimento coattivo di un bene o di un diritto reale alla pubblica amministrazione.;Trasferiscono un diritto appartenente alla pubblica amministrazione a uno o più soggetti privati.
0589;I provvedimenti ablatori obbligatori:;Producono un effetto privativo di beni o attività con effetto acquisitivo per l'amministrazione.;Consistono nella sottrazione di diritti reali dei privati e in particolare, del diritto di proprietà con contestuale acquisizione di tali diritti allapubblica amministrazione.;Trasferiscono un diritto appartenente alla pubblica amministrazione a uno o più soggetti privati.
0590;I provvedimenti ablatori obbligatori:;Non hanno ad oggetto la proprietà o diritti reali e non prevedono l'imposizione di unindennizzo.;Hanno ad oggetto la proprietà o diritti reali.;Dal punto di vista del contenuto si distinguono in comandi e diritti.
0591;I provvedimenti ablatori obbligatori:;In quanto provvedimenti che limitano la sfera giuridica dei destinatari, devono essere espressamente previsti dallalegge.;Consistono nel trasferimento coattivo di un bene o di un diritto reale alla pubblica amministrazione.;Trasferiscono un diritto appartenente alla pubblica amministrazione a uno o più soggetti privati.
0592;I provvedimenti ablatori obbligatori:;Costituiscono un rapporto obbligatorio tra cittadino e pubblica amministrazione.;Sono caratterizzati dal trasferimento coattivo di un bene o di un diritto reale da un privato alla pubblica amministrazione.;Dal punto di vista del contenuto si distinguono in comandi e diritti.
0593;I provvedimenti ablatori obbligatori costituiscono un rapporto obbligatorio tra cittadino e pubblica amministrazione, imponendo ai destinatari lo svolgimento di una determinata prestazione. Necostituiscono un esempio:;Obbligo di pagare i tributi.;Ordine di polizia.;Requisizioni.
0594;I provvedimenti ablatori obbligatori costituiscono un rapporto obbligatorio tra cittadino e pubblica amministrazione, imponendo ai destinatari lo svolgimento di una determinata prestazione. Necostituiscono un esempio:;Obbligo di procedere alle assunzioni delle categorie protette.;Ordine di polizia.;Espropriazioni.
0595;In base alla natura della situazione soggettiva sacrificata, i provvedimenti ablatori possono essere personali, obbligatori e reali.É un provvedimento ablatorio obbligatorio:;Imposizione tributaria.;Solo l'occupazione d'urgenza.;Solo l'espropriazione.
0596;Quale delle seguenti fattispecie configura un trasferimento coattivo dei diritti d'uso?;Requisizione in uso di aree per provvedere all'alloggio temporaneo di senza tetto in casodi pubblici disastri.;Ordine del Sindaco di abbattimento di animali infetti.;Ordine del Sindaco di distruzione di sostanze alimentari ritenute nocive.
0597;Quale delle seguenti fattispecie configura un trasferimento coattivo dei diritti d'uso?;Requisizione di edifici per provvedere all'alloggio delletruppe di passaggio.;Ordine del Sindaco di abbattimento di animali infetti.;Ordine del Sindaco di distruzionedi sostanze alimentari ritenute nocive.
0598;Quale delle seguenti fattispecie configura un trasferimento coattivo dei diritti d'uso?;Occupazione di suolo per ragioni militari.;Confisca di cose la cui fabbricazione, uso, porto, detenzione o alienazione costituisce illecitoamministrativo.;Confisca di cose la cui fabbricazione, uso, porto, detenzione o alienazione è consentita solo previaautorizzazione amministrativa.
0599;Quale delle seguenti fattispecie configura un atto ablativo di urgente necessità?;Ordine di sospensione del godimento di fondi per inerbarli al fine di pascolo.;Confisca di cose la cui detenzione o alienazione costituisce illecitoamministrativo.;Confisca di cose il cui uso o porto è consentito solo previa autorizzazione amministrativa.
0600;Quale delle seguenti fattispecie configura un atto ablativo di urgente necessità?;Ordine del Sindaco di abbattimento di muri pericolanti.;Confisca di cose la cui detenzione o alienazione costituisce illecitoamministrativo.;Confisca di cose il cui uso o porto è consentito solo previa autorizzazione amministrativa.
0601;Quale delle seguenti fattispecie configura un atto ablativo di urgente necessità?;Sequestro di sostanze alimentari ritenute nocive in attesa dell'ordine definitivo della lorodistruzione.;Servitù di appoggio di cassette postali.;Servitù di elettrodotto.
0602;Quale delle seguenti fattispecie configura un atto ablativo di urgente necessità?;Ordine del Sindaco di distruzione di sostanze alimentari ritenutenocive.;Servitù di appoggio di cassette postali.;Confisca di cose il cui uso o porto è consentita solo previaautorizzazione amministrativa.
0603;Quale delle seguenti fattispecie configura un atto ablativo di urgente necessità?;Ordine del Sindaco di abbattimento di animali infetti.;Servitù di elettrodotto.;Confisca di cose la cui detenzione o alienazione costituisce illecito amministrativo.
0604;Quale delle seguenti fattispecie configura un atto ablativo di urgente necessità?;Sequestro cautelare di beni in attesa di ulteriori provvedimenti da emanare.;Diritti di uso pubblico a favore delle comunità di visitare le collezioni private di eccezionaleinteresse storico.;Confisca di cose il cui uso o porto costituisce illecito amministrativo.
0605;Quale delle seguenti fattispecie configura un atto ablativo di urgente necessità?;Occupazione necessitatadall'urgenza di eseguire opere dichiarate indifferibili e urgenti.;Servitù di appoggio di cassette postali.;Servitù di elettrodotti.
0606;Quale delle seguenti fattispecie configura un atto ablativo di urgentenecessità?;Occupazione necessitata daeventi naturali calamitosi.;Servitù di appoggio di cassettepostali.;Servitù di elettrodotto.
0607;Quale delle seguenti fattispecie configura un atto ablativo di tipo sanzionatorio?;Confisca di cose la cui fabbricazione, uso, porto, detenzione o alienazione costituisce illecitoamministrativo.;Servitù di elettrodotto.;Occupazioni necessitate da eventi naturali calamitosi.
0608;Quale delle seguenti fattispecie configura un atto ablativo di tipo sanzionatorio?;Confisca di cose la cui fabbricazione, uso, porto, detenzione o alienazione è consentita solo previaautorizzazione amministrativa.;Ordine di sospensione del godimento di fondi per inerbarli al fine di pascolo.;Servitù di elettrodotto.
0609;La disciplina legislativa di riferimento delle sanzioni amministrative pecuniarie è rappresentata dalla l. n. 689/1981 che pone una serie di principi sostanziali e procedimentali in ordine a tale specie di sanzioni. Il principio di legalità:;Comporta l'irretroattività delle fattispecie di illecito, la tassatività delle medesime ed il divieto di applicazione analogica.;Comporta che non può essere assoggettato a sanzione amministrativa, chi, al momento in cui ha commesso il fatto, non aveva compiuto i diciotto anni o non aveva, la capacità diintendere e volere.;Prevede che ciascuno è responsabile della propria azione od omissione, cosciente e volontaria, sia essa dolosa o colposa.
0610;La disciplina legislativa di riferimento delle sanzioni amministrative pecuniarie è rappresentata dalla l. n. 689/1981 che pone una serie di principi sostanziali e procedimentali in ordine a tale specie di sanzioni. Il principio di imputabilità:;Comporta che non può essere assoggettato a sanzione amministrativa, chi, al momento in cui ha commesso il fatto, non aveva compiuto i diciotto anni o non aveva, la capacità diintendere e volere.;Comporta l'irretroattività delle fattispecie di illecito, la tassatività delle medesime ed il divieto di applicazione analogica.;Prevede che ciascuno è responsabile della propria azione od omissione, cosciente e volontaria, sia essa dolosa o colposa.
0611;La disciplina legislativa di riferimento delle sanzioni amministrative pecuniarie è rappresentata dalla l. n. 689/1981 che pone una serie di principi sostanziali e procedimentali in ordine a tale specie di sanzioni. Il principio di colpevolezza:;Prevede che ciascuno è responsabile della propria azione od omissione, cosciente e volontaria, sia essa dolosa o colposa.;Comporta l'irretroattività delle fattispecie di illecito, la tassatività delle medesime ed il divieto di applicazione analogica.;Comporta che non può essere assoggettato a sanzione amministrativa, chi, al momento in cui ha commesso il fatto, non aveva compiuto i diciotto anni o non aveva, la capacità di intendere evolere.
