id;domanda;risposta_corretta;risposta_errata_1;risposta_errata_2
3730;In tema di procedura civile e diritto processuale, con riguardo a l'opposizione all'esecuzione ex art. 615 c.p.c. e l'opposizione agli atti esecutivi ex art. 617 c.p.c., quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);"la prima contesta il diritto della parte a procedere ad esecuzione forzata; la seconda contesta la regolarità formale del titolo, del precetto o dei singoli atti esecutivi.";"la prima deve essere proposta entro il termine perentorio di venti giorni; la seconda è proponibile in qualsiasi momento fino alla vendita. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.";sono entrambe impugnazioni ordinarie soggette al termine di grazia previsto dall'art. 325 c.p.c. per il ricorso in Cassazione.
3731;In tema di procedura civile e diritto processuale, con riguardo a la revocazione straordinaria della sentenza ex art. 395, nn. 1, 2, 3 e 6 c.p.c., quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);è proponibile per motivi scoperti o accertati dopo la pubblicazione della sentenza, entro trenta giorni dalla scoperta del dolo, della falsità o del documento.;È una facoltà esercitabile unicamente dal Presidente del Tribunale.;Comporta la nullità insanabile ed assoluta dell'intero giudizio.
3732;In tema di procedura civile e diritto processuale, con riguardo a l'opposizione di terzo ordinaria e revocatoria ex art. 404 c.p.c., quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);"l'ordinaria è data al terzo che pregiudicato nei suoi diritti da una sentenza tra altre persone; la revocatoria dai aventi causa o creditori in caso di dolo o collusione.";Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Corte d'Appello del distretto, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile e di tutti i termini processuali per una durata complessiva mai inferiore a sei mesi solari consecutivi.
3733;In tema di procedura civile e diritto processuale, con riguardo a l'efficacia del giudicato sostanziale ex art. 2909 c.c. ed i suoi limiti soggettivi ed oggettivi, quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);fa stato ad ogni effetto tra le parti, i loro eredi o aventi causa relativamente all'accertamento contenuto nella sentenza passata in giudicato.;vincola anche i terzi titolari di posizioni giuridiche del tutto autonome ed indipendenti non pregiudicate dal titolo.;può essere travolto in qualunque momento mediante la proposizione dell'eccezione di compensazione in fase di precetto.
3734;In tema di procedura civile e diritto processuale, con riguardo a l'ordinanza di rigetto della domanda ex art. 183-quater c.p.c. introdotta dalla riforma cartabia, quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);può essere pronunciata quando la domanda appare manifestamente infondata, definendo il giudizio senza efficacia di giudicato.;Termine perentorio di dieci giorni a pena di decadenza formale. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.;Richiede il parere vincolante del Pubblico Ministero interveniente.
3735;In tema di procedura civile e diritto processuale, con riguardo a il reclamo cautelare ex art. 669-terdecies c.p.c. dinanzi al collegio, quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);deve essere proposto nel termine perentorio di quindici giorni dalla pronuncia in udienza ovvero dalla comunicazione o notificazione del provvedimento.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Corte d'Appello del distretto, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro della Giustizia entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3736;In tema di procedura civile e diritto processuale, con riguardo a l'intervento volontario del terzo ex art. 105 c.p.c. (principale, litisconsortile ed adesivo dipendente), quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);l'interveniente adesivo dipendente sostiene le ragioni di una delle parti senza far valere un proprio diritto autonomo e incompatibile.;può essere effettuato dall'interveniente principale fino all'udienza di precisazione delle conclusioni senza alcuna preclusione probatoria.;fa decadere il convenuto costituitesi tempestivamente dalla facoltà di eccepire la prescrizione del diritto azionato.
3737;In tema di procedura civile e diritto processuale, con riguardo a la decisione a seguito di discussione orale ex art. 281-sixies c.p.c., quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);il giudice, terminate la discussione orale, pronuncia sentenza dando lettura del dispositivo e della concisa esposizione delle ragioni di fatto e di diritto.;È una facoltà esercitabile unicamente dal Presidente del Tribunale.;Richiede il parere vincolante del Pubblico Ministero interveniente.
3738;In tema di procedura civile e diritto processuale, con riguardo a il regolamento di competenza d'ufficio ex art. 45 c.p.c. (conflitto negativo di competenza), quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);è richiesto dal giudice dichiarato incompetente per materia o territorio inderogabile quando non ritiene valida la designazione del secondo giudice.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile e di tutti i termini processuali per una durata complessiva mai inferiore a sei mesi solari consecutivi.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro della Giustizia entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3739;In tema di procedura civile e diritto processuale, con riguardo a il giudizio di rinvio a seguito di cassazione con rinvio ex art. 392 c.p.c., quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);deve essere riassunto dalle parti entro il termine perentorio di tre mesi dalla pubblicazione della sentenza della Corte di Cassazione.;consente alle parti di proporre liberamente nuove domande e nuove eccezioni di merito e di chiedere nuovi mezzi di prova.;si svolge dinanzi allo stesso magistrato persona fisica che ha emesso la sentenza annullata dalla Corte di Suprema Cassazione.
3740;In tema di procedura civile e diritto processuale, con riguardo a il procedimento di convalida di sfratto ex art. 657 c.p.c. e la trasformazione del rito ex art. 667 c.p.c., quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);se l'intimato propone opposizione non fondata su prova scritta, il giudice pronuncia ordinanza non impugnabile di rilascio e dispone il passaggio al rito speciale.;Genera l'estinzione automatica del processo per difetto di interesse. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.;Genera l'estinzione automatica del processo per difetto di interesse.
3741;In tema di procedura civile e diritto processuale, con riguardo a l'iscrizione a ruolo della causa ed la formazione del fascicolo d'ufficio (artt. 165 e 168 c.p.c.), quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);l'attore deve costituirsi in giudizio iscrivendo la causa a ruolo entro dieci giorni dalla notificazione della citazione.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Corte d'Appello del distretto, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro della Giustizia entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3742;In tema di procedura civile e diritto processuale, con riguardo a la condanna alle spese e la responsabilità processuale aggravata ex art. 96 c.p.c., quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);se la parte soccombente ha agito o resistito in giudizio con dolo o colpa grave, il giudice può condannarla anche d'ufficio al risarcimento dei danni.;la condanna per lite temeraria può essere pronunciata solo nei confronti del difensore dell'attore iscritto nell'albo speciale. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.;è un risarcimento del danno che spetta in via esclusiva allo Stato ed è riscosso tramite il Ruolo delle Entrate Tributarie.
3743;Relativamente all'istituto di il regolamento preventivo di giurisdizione ex art. 41 c.p.c. e la sospensione del processo di merito, si indichi la risposta esatta secondo le vigenti disposizioni del codice di procedura civile e della Riforma Cartabia: (Quesito di approfondimento processuale n. 8);è disposto dal giudice di merito solo se non ritiene il ricorso manifestamente inammissibile o la contestazione della giurisdizione manifestamente infondata.;È una facoltà esercitabile unicamente dal Presidente del Tribunale.;Richiede il parere vincolante del Pubblico Ministero interveniente.
3744;Relativamente all'istituto di l'estinzione del processo per rinuncia agli atti ex art. 306 c.p.c., si indichi la risposta esatta secondo le vigenti disposizioni del codice di procedura civile e della Riforma Cartabia: (Quesito di approfondimento processuale n. 8);richiede l'accettazione delle parti costituite che abbiano interesse alla prosecuzione del giudizio e non produce effetti sulle spese se non concordate.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile e di tutti i termini processuali per una durata complessiva mai inferiore a sei mesi solari consecutivi.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in adunanza plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.
